assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date
GCA_021655615.1,PRJDB12511,SAMD00413987,,na,2886040,2886040,Acidianus sp. HS-5,strain=HS-5,,latest,Complete Genome,Major,Full,19/11/2021,ASM2165561v1,Soka university,GCF_021655615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/615/GCA_021655615.1_ASM2165561v1,,,na
GCA_020736485.1,PRJNA412908,SAMN22513565,,na,2886895,2886895,Halobacterium sp. NRC-34001,strain=NRC-34001,,latest,Complete Genome,Major,Full,03/11/2021,ASM2073648v1,University of Maryland,GCF_020736485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/485/GCA_020736485.1_ASM2073648v1,,,na
GCA_021249345.1,PRJNA787363,SAMN23798262,,na,2902623,2902623,Halobacterium sp. Gai3-17,strain=Gai3-17,,latest,Complete Genome,Major,Full,21/12/2021,ASM2124934v1,Jiangsu University,GCF_021249345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/249/345/GCA_021249345.1_ASM2124934v1,,,na
GCA_021249405.1,PRJNA787367,SAMN23798265,,na,2902624,2902624,Halobacterium sp. XZYJT26,strain=XZYJT26,,latest,Complete Genome,Major,Full,21/12/2021,ASM2124940v1,Jiangsu University,GCF_021249405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/249/405/GCA_021249405.1_ASM2124940v1,,,na
GCA_021431925.1,PRJNA789115,SAMN24046656,,na,2904243,2904243,Halobaculum sp. CBA1158,strain=CBA1158,,latest,Complete Genome,Major,Full,11/01/2022,ASM2143192v1,World Institute of Kimchi,GCF_021431925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/431/925/GCA_021431925.1_ASM2143192v1,,,na
GCA_023028105.1,PRJNA822525,SAMN27190946,,representative genome,2931975,2931975,Halosolutus gelatinilyticus,strain=SQT-29-1,,latest,Complete Genome,Major,Full,18/04/2022,ASM2302810v1,Jiangsu University,GCF_023028105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/028/105/GCA_023028105.1_ASM2302810v1,,assembly from type material,na
GCA_023028345.1,PRJNA822520,SAMN27190925,,representative genome,2931976,2931976,Halorientalis marina,strain=GDY88,,latest,Complete Genome,Major,Full,18/04/2022,ASM2302834v1,Jiangsu University,GCF_023028345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/028/345/GCA_023028345.1_ASM2302834v1,,assembly from type material,na
GCA_023028225.1,PRJNA822515,SAMN27190819,,representative genome,2931977,2931977,Halorientalis litorea,strain=ZY14,,latest,Complete Genome,Major,Full,18/04/2022,ASM2302822v1,Jiangsu University,GCF_023028225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/028/225/GCA_023028225.1_ASM2302822v1,,assembly from type material,na
GCA_023016325.1,PRJNA824065,SAMN27386773,,na,2933293,2933293,Methanonatronarchaeum sp. AMET6-2,strain=AMET6-2,,latest,Complete Genome,Major,Full,17/04/2022,ASM2301632v1,Research Center of Biotechnology RAS,GCF_023016325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/016/325/GCA_023016325.1_ASM2301632v1,,,na
GCA_023115355.1,PRJNA825720,SAMN27533989,,representative genome,2934340,2934340,Halocatena salina,strain=AD-1,,latest,Complete Genome,Major,Full,26/04/2022,ASM2311535v1,Jiangsu University,GCF_023115355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/115/355/GCA_023115355.1_ASM2311535v1,,assembly from type material,na
GCA_025913575.1,PRJNA891075,SAMN31308997,,representative genome,2934937,2934937,Halocatena marina,strain=DFN5,,latest,Complete Genome,Major,Full,31/10/2022,ASM2591357v1,Jiangsu University,GCF_025913575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/913/575/GCA_025913575.1_ASM2591357v1,,assembly from type material,na
GCA_025947005.1,PRJNA891868,SAMN31359323,,na,2934937,2934937,Halocatena marina,strain=QDMS1,,latest,Complete Genome,Major,Full,01/11/2022,ASM2594700v1,Jiangsu University,GCF_025947005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/947/005/GCA_025947005.1_ASM2594700v1,,,na
GCA_026013925.1,PRJNA891492,SAMN31329597,,na,2934937,2934937,Halocatena marina,strain=RDMS1,,latest,Complete Genome,Major,Full,06/11/2022,ASM2601392v1,Jiangsu University,GCF_026013925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/013/925/GCA_026013925.1_ASM2601392v1,,,na
GCA_023238445.1,PRJNA831001,SAMN27746577,,na,2937524,2937524,Halorussus sp. XZYJT40,strain=XZYJT40,,latest,Complete Genome,Major,Full,04/05/2022,ASM2323844v1,Jiangsu University,GCF_023238445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/238/445/GCA_023238445.1_ASM2323844v1,,,na
GCA_023238205.1,PRJNA831011,SAMN27747444,,na,2938695,2938695,Halorussus sp. XZYJT49,strain=XZYJT49,,latest,Complete Genome,Major,Full,04/05/2022,ASM2323820v1,Jiangsu University,GCF_023238205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/238/205/GCA_023238205.1_ASM2323820v1,,,na
GCA_023702125.1,PRJNA842494,SAMN28671404,,na,2949307,2949307,Halorubrum sp. 1-13-28,strain=1-13-28,,latest,Complete Genome,Major,Full,11/06/2022,ASM2370212v1,Jiangsu University,GCF_023702125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/702/125/GCA_023702125.1_ASM2370212v1,,,na
GCA_023703775.1,PRJNA843938,SAMN28772773,,na,2949993,2949993,Haloplanus sp. GDY1,strain=GDY1,,latest,Complete Genome,Major,Full,13/06/2022,ASM2370377v1,Jiangsu University,GCF_023703775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/703/775/GCA_023703775.1_ASM2370377v1,,,na
GCA_023703795.1,PRJNA843945,SAMN28772797,,na,2949995,2949995,Haloplanus sp. HW8-1,strain=HW8-1,,latest,Complete Genome,Major,Full,13/06/2022,ASM2370379v1,Jiangsu University,GCF_023703795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/703/795/GCA_023703795.1_ASM2370379v1,,,na
GCA_025839675.1,PRJNA847409,SAMN28933922,,na,2951803,2951803,Candidatus Lokiarchaeum sp. B-35,strain=B-35,,latest,Complete Genome,Major,Full,25/10/2022,ASM2583967v1,University of Vienna,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/839/675/GCA_025839675.1_ASM2583967v1,,,na
GCA_023913515.1,PRJNA847329,SAMN28928661,,na,2951804,2951804,Natronococcus sp. CG52,strain=CG52,,latest,Complete Genome,Major,Full,26/06/2022,ASM2391351v1,Jiangsu University,GCF_023913515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/913/515/GCA_023913515.1_ASM2391351v1,,,na
GCA_024138145.1,PRJNA850544,SAMN29188008,,na,2953746,2953746,Halovivax sp. AGai3-5,strain=AGai3-5,,latest,Complete Genome,Major,Full,05/07/2022,ASM2413814v1,Jiangsu University,GCF_024138145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/138/145/GCA_024138145.1_ASM2413814v1,,,na
GCA_024218795.1,PRJNA850505,SAMN29182851,,na,2953748,2953748,Halorussus sp. XZYJ18,strain=XZYJ18,,latest,Complete Genome,Major,Full,12/07/2022,ASM2421879v1,Jiangsu University,GCF_024218795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/218/795/GCA_024218795.1_ASM2421879v1,,,na
GCA_024138165.1,PRJNA850507,SAMN29182859,,na,2953749,2953749,Halorussus sp. XZYJT10,strain=XZYJT10,,latest,Complete Genome,Major,Full,05/07/2022,ASM2413816v1,Jiangsu University,GCF_024138165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/138/165/GCA_024138165.1_ASM2413816v1,,,na
GCA_024138125.1,PRJNA850522,SAMN29182972,,na,2953750,2953750,Halorussus sp. YCN54,strain=YCN54,,latest,Complete Genome,Major,Full,05/07/2022,ASM2413812v1,Jiangsu University,GCF_024138125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/138/125/GCA_024138125.1_ASM2413812v1,,,na
GCA_024204665.1,PRJNA850622,SAMN29198663,,na,2953753,2953753,Saliphagus sp. WLHS1,strain=WLHS1,,latest,Complete Genome,Major,Full,11/07/2022,ASM2420466v1,Jiangsu University,GCF_024204665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/204/665/GCA_024204665.1_ASM2420466v1,,,na
GCA_023973145.1,PRJNA850833,SAMN29203671,,na,2953881,2953881,Natribaculum sp. CGA3,strain=CGA3,,latest,Complete Genome,Major,Full,28/06/2022,ASM2397314v1,Jiangsu University,GCF_023973145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/973/145/GCA_023973145.1_ASM2397314v1,,,na
GCA_024227435.1,PRJNA853933,SAMN29416498,,representative genome,2961570,2961570,Natrinema caseinilyticum,strain=ZJ2,,latest,Complete Genome,Major,Full,13/07/2022,ASM2422743v1,Jiangsu University,GCF_024227435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/227/435/GCA_024227435.1_ASM2422743v1,,assembly from type material,na
GCA_024266705.1,PRJNA853941,SAMN29416696,,representative genome,2961571,2961571,Natrinema gelatinilyticum,strain=BND6,,latest,Complete Genome,Major,Full,14/07/2022,ASM2426670v1,Jiangsu University,GCF_024266705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/266/705/GCA_024266705.1_ASM2426670v1,,assembly from type material,na
GCA_024218775.1,PRJNA853861,SAMN29406380,,na,2961574,2961574,Halomicroarcula sp. DT1,strain=DT1,,latest,Complete Genome,Major,Full,12/07/2022,ASM2421877v1,Jiangsu University,GCF_024218775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/218/775/GCA_024218775.1_ASM2421877v1,,,na
GCA_024218815.1,PRJNA853862,SAMN29406388,,na,2961575,2961575,Halomicroarcula sp. YSSS71,strain=YSSS71,,latest,Complete Genome,Major,Full,12/07/2022,ASM2421881v1,Jiangsu University,GCF_024218815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/218/815/GCA_024218815.1_ASM2421881v1,,,na
GCA_024227715.1,PRJNA854267,SAMN29425829,,na,2961595,2961595,Halomarina sp. BCD28,strain=BCD28,,latest,Complete Genome,Major,Full,13/07/2022,ASM2422771v1,Jiangsu University,GCF_024227715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/227/715/GCA_024227715.1_ASM2422771v1,,,na
GCA_024296665.1,PRJNA854271,SAMN29425916,,na,2961596,2961596,Natribaculum sp. AD-4,strain=AD-4,,latest,Complete Genome,Major,Full,17/07/2022,ASM2429666v1,Jiangsu University,GCF_024296665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/296/665/GCA_024296665.1_ASM2429666v1,,,na
GCA_024300625.1,PRJNA854277,SAMN29426050,,na,2961597,2961597,Halovivax sp. CGA30,strain=CGA30,,latest,Complete Genome,Major,Full,18/07/2022,ASM2430062v1,Jiangsu University,GCF_024300625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/300/625/GCA_024300625.1_ASM2430062v1,,,na
GCA_024296685.1,PRJNA854279,SAMN29426053,,representative genome,2961598,2961598,Natrinema marinum,strain=DT87,,latest,Complete Genome,Major,Full,17/07/2022,ASM2429668v1,Jiangsu University,GCF_024296685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/296/685/GCA_024296685.1_ASM2429668v1,,assembly from type material,na
GCA_024228315.1,PRJNA854293,SAMN29426659,,na,2961599,2961599,Halomarina sp. BND7,strain=BND7,,latest,Complete Genome,Major,Full,13/07/2022,ASM2422831v1,Jiangsu University,GCF_024228315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/228/315/GCA_024228315.1_ASM2422831v1,,,na
GCA_024298905.1,PRJNA855033,SAMN29480431,,na,2961939,2961939,Natronomonas sp. ZY43,strain=ZY43,,latest,Complete Genome,Major,Full,18/07/2022,ASM2429890v1,Jiangsu University,GCF_024298905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/298/905/GCA_024298905.1_ASM2429890v1,,,na
GCA_024298845.1,PRJNA855601,SAMN29498734,,na,2961994,2961994,Saliphagus sp. WLHSJ1,strain=WLHSJ1,,latest,Complete Genome,Major,Full,18/07/2022,ASM2429884v1,Jiangsu University,GCF_024298845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/298/845/GCA_024298845.1_ASM2429884v1,,,na
GCA_024298865.1,PRJNA856398,SAMN29548489,,na,2962671,2962671,Halosegnis sp. ZY10,strain=ZY10,,latest,Complete Genome,Major,Full,18/07/2022,ASM2429886v1,Jiangsu University,GCF_024298865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/298/865/GCA_024298865.1_ASM2429886v1,,,na
GCA_024298885.1,PRJNA856400,SAMN29548545,,na,2962672,2962672,Haloglomus sp. ZY41,strain=ZY41,,latest,Complete Genome,Major,Full,18/07/2022,ASM2429888v1,Jiangsu University,GCF_024298885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/298/885/GCA_024298885.1_ASM2429888v1,,,na
GCA_024298825.1,PRJNA856401,SAMN29548546,,na,2962673,2962673,Haloglomus sp. ZY58,strain=ZY58,,latest,Complete Genome,Major,Full,18/07/2022,ASM2429882v1,Jiangsu University,GCF_024298825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/298/825/GCA_024298825.1_ASM2429882v1,,,na
GCA_024362405.1,PRJNA856432,SAMN29552483,,na,2962676,2962676,Salinirubellus sp. BND22,strain=BND22,,latest,Complete Genome,Major,Full,21/07/2022,ASM2436240v1,Jiangsu University,GCF_024362405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/405/GCA_024362405.1_ASM2436240v1,,,na
GCA_024362485.1,PRJNA857837,SAMN29638647,,na,2963433,2963433,Halovivax sp. WLHSJ27,strain=WLHSJ27,,latest,Complete Genome,Major,Full,21/07/2022,ASM2436248v1,Jiangsu University,GCF_024362485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/485/GCA_024362485.1_ASM2436248v1,,,na
GCA_024362525.1,PRJNA857842,SAMN29638652,,na,2963434,2963434,Natronobiforma sp. CGA73,strain=CGA73,,latest,Complete Genome,Major,Full,21/07/2022,ASM2436252v1,Jiangsu University,GCF_024362525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/525/GCA_024362525.1_ASM2436252v1,,,na
GCA_024707485.1,PRJNA865090,SAMN30184678,,na,2969672,2969672,Thermococcus sp. 813A4,strain=813A4,,latest,Complete Genome,Major,Full,18/08/2022,ASM2470748v1,"(LMO)Laboratory of Microbial Oceanography, Shanghai Jiao Tong University",GCF_024707485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/707/485/GCA_024707485.1_ASM2470748v1,,,na
GCA_024167805.1,PRJNA832091,SAMN29259465,,na,2977359,2977359,Methanobacterium sp. ERen5,strain=ERen5,,latest,Complete Genome,Major,Full,06/07/2022,ASM2416780v1,GFZ German Research Centre for Geosciences,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/167/805/GCA_024167805.1_ASM2416780v1,derived from metagenome,,na
GCA_029232205.1,PRJNA865582,SAMN30630966,,na,2978046,2978046,Candidatus Nanohalobia archaeon BNXNv,strain=BNXNv,,latest,Complete Genome,Major,Full,17/03/2023,ASM2923220v1,Consiglio nazionale delle ricerche,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/232/205/GCA_029232205.1_ASM2923220v1,genus undefined,,na
GCA_029207735.1,PRJNA865582,SAMN30630938,,na,2978047,2978047,Candidatus Nanohaloarchaeota archaeon SVXNc,strain=SVXNc,,latest,Complete Genome,Major,Full,14/03/2023,ASM2920773v1,Consiglio nazionale delle ricerche,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/735/GCA_029207735.1_ASM2920773v1,genus undefined,,na
GCA_029207715.1,PRJNA865582,SAMN30630960,,na,2978283,2978283,Halorhabdus sp. SVX81,strain=SVX81,,latest,Complete Genome,Major,Full,14/03/2023,ASM2920771v1,Consiglio nazionale delle ricerche,GCF_029207715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/715/GCA_029207715.1_ASM2920771v1,,,na
GCA_029229925.1,PRJNA865582,SAMN30631035,,na,2980181,2980181,Halorhabdus sp. BNX81,strain=BNX81,,latest,Complete Genome,Major,Full,17/03/2023,ASM2922992v1,Consiglio nazionale delle ricerche,GCF_029229925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/229/925/GCA_029229925.1_ASM2922992v1,,,na
GCA_018228765.1,PRJNA718722,SAMN18559506,,representative genome,2982524,2982524,Halorubrum ruber,strain=MBLA0099,,latest,Complete Genome,Major,Full,03/05/2021,ASM1822876v1,Incheon National University,GCF_018228765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/228/765/GCA_018228765.1_ASM1822876v1,,assembly from type material,na
GCA_026248685.1,PRJNA897730,SAMN31580283,,na,2993314,2993314,Haladaptatus sp. ZJ1,strain=ZJ1,,latest,Complete Genome,Major,Full,21/11/2022,ASM2624868v1,Jiangsu University,GCF_026248685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/248/685/GCA_026248685.1_ASM2624868v1,,,na
GCA_026692625.1,PRJNA894335,SAMN31452837,,na,2998972,2998972,Methanobacterium sp. DP,strain=DP,,latest,Complete Genome,Major,Full,06/12/2022,ASM2669262v1,"SBCP LAB, HANYANG UNIVERSITY",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/692/625/GCA_026692625.1_ASM2669262v1,unverified source organism,,na
GCA_028747785.1,PRJNA932174,SAMN33179401,,na,3026162,3026162,Halosimplex sp. XZYJT29,strain=XZYJT29,,latest,Complete Genome,Major,Full,21/02/2023,ASM2874778v1,Jiangsu University,GCF_028747785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/747/785/GCA_028747785.1_ASM2874778v1,,,na
GCA_029490015.1,PRJNA940691,SAMN33577287,,na,3031916,3031916,Halobaculum sp. YSMS11,strain=YSMS11,,latest,Complete Genome,Major,Full,30/03/2023,ASM2949001v1,Jiangsu University,GCF_029490015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/490/015/GCA_029490015.1_ASM2949001v1,,,na
GCA_029338555.1,PRJNA941201,SAMN33593123,,na,3031996,3031996,Halobaculum sp. DT55,strain=DT55,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933855v1,Jiangsu University,GCF_029338555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/555/GCA_029338555.1_ASM2933855v1,,,na
GCA_029338195.1,PRJNA942191,SAMN33658220,,na,3032579,3032579,Halomicroarcula sp. GDY20,strain=GDY20,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933819v1,Jiangsu University,GCF_029338195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/195/GCA_029338195.1_ASM2933819v1,,,na
GCA_029489995.1,PRJNA942210,SAMN33658317,,na,3032580,3032580,Haladaptatus sp. DYSN1,strain=DYSN1,,latest,Complete Genome,Major,Full,30/03/2023,ASM2948999v1,Jiangsu University,GCF_029489995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/489/995/GCA_029489995.1_ASM2948999v1,,,na
GCA_029278565.1,PRJNA942079,SAMN33651782,,na,3032584,3032584,Halomicroarcula sp. DFY41,strain=DFY41,,latest,Complete Genome,Major,Full,20/03/2023,ASM2927856v1,Jiangsu University,GCF_029278565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/278/565/GCA_029278565.1_ASM2927856v1,,,na
GCA_029338215.1,PRJNA942466,SAMN33692780,,na,3033384,3033384,Haladaptatus sp. YSMS36,strain=YSMS36,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933821v1,Jiangsu University,GCF_029338215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/215/GCA_029338215.1_ASM2933821v1,,,na
GCA_029338575.1,PRJNA942485,SAMN33693470,,na,3033386,3033386,Halomarina sp. PSR21,strain=PSR21,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933857v1,Jiangsu University,GCF_029338575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/575/GCA_029338575.1_ASM2933857v1,,,na
GCA_029338235.1,PRJNA942486,SAMN33693471,,na,3033387,3033387,Halomicroarcula sp. SHR3,strain=SHR3,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933823v1,Jiangsu University,GCF_029338235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/235/GCA_029338235.1_ASM2933823v1,,,na
GCA_029338255.1,PRJNA942493,SAMN33693477,,na,3033388,3033388,Halomicroarcula sp. XH51,strain=XH51,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933825v1,Jiangsu University,GCF_029338255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/255/GCA_029338255.1_ASM2933825v1,,,na
GCA_029338275.1,PRJNA942497,SAMN33693502,,na,3033390,3033390,Halomicroarcula sp. ZS-22-S1,strain=ZS-22-S1,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933827v1,Jiangsu University,GCF_029338275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/275/GCA_029338275.1_ASM2933827v1,,,na
GCA_029338295.1,PRJNA942504,SAMN33694642,,na,3033391,3033391,Haladaptatus sp. QDMS2,strain=QDMS2,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933829v1,Jiangsu University,GCF_029338295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/295/GCA_029338295.1_ASM2933829v1,,,na
GCA_029338315.1,PRJNA942586,SAMN33695275,,na,3033392,3033392,Halomicroarcula sp. SYNS111,strain=SYNS111,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933831v1,Jiangsu University,GCF_029338315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/315/GCA_029338315.1_ASM2933831v1,,,na
GCA_029338335.1,PRJNA943120,SAMN33708874,,na,3034020,3034020,Halovivax sp. TS33,strain=TS33,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933833v1,Jiangsu University,GCF_029338335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/335/GCA_029338335.1_ASM2933833v1,,,na
GCA_029338355.1,PRJNA943336,SAMN33716776,,na,3034023,3034023,Halosegnis sp. DT85,strain=DT85,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933835v1,Jiangsu University,GCF_029338355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/355/GCA_029338355.1_ASM2933835v1,,,na
GCA_029338375.1,PRJNA943339,SAMN33716851,,na,3034024,3034024,Halorussus sp. DT80,strain=DT80,,latest,Complete Genome,Major,Full,22/03/2023,ASM2933837v1,Jiangsu University,GCF_029338375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/338/375/GCA_029338375.1_ASM2933837v1,,,na
