assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_000816105.1,PRJNA230529,SAMN02429659,na,representative genome,1432656,110164,Thermococcus guaymasensis DSM 11113,strain=DSM 11113,na,latest,Complete Genome,Major,Full,07/01/2015,ASM81610v1,University of Waterloo,GCF_000816105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/105/GCA_000816105.1_ASM81610v1,na,assembly from type material,na,haploid,archaea,1920914,1920914,52.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,01/17/14,2170,2092,51,na,88,93.26,0.06979,0.08422,0.03765,0.01279,0.05982,0.08749,0.10529,0.07393,0.03089,0.04632,0.00572,0.01722,0.07688,0.01646,0.06822,0.02329,0.04349,0.04473,0.04916,0.04662,0,0,0,0,0,0,0
GCA_000009965.1,PRJNA13213,SAMD00061071,na,representative genome,69014,311400,Thermococcus kodakarensis KOD1,strain=KOD1,na,latest,Complete Genome,Major,Full,05/01/2005,ASM996v1,"Kyoto University, Japan",GCF_000009965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/965/GCA_000009965.1_ASM996v1,na,assembly from type material,na,haploid,archaea,2088737,2088737,51.5,1,1,1,"Kyoto University, Japan","Annotation submitted by Kyoto University, Japan",09/29/18,2306,2306,0,15710748,60,91.48,0.06962,0.0829,0.03831,0.01297,0.05838,0.08823,0.10475,0.07422,0.03214,0.04732,0.00531,0.01823,0.07586,0.01592,0.06868,0.02339,0.0433,0.04387,0.05046,0.04615,0,0,0,0,0,0,0
GCA_028471865.1,PRJNA928457,SAMN32933864,na,na,311400,311400,Thermococcus kodakarensis,strain=TS901,na,latest,Complete Genome,Major,Full,06/02/2023,ASM2847186v1,Colorado State University,GCF_028471865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/865/GCA_028471865.1_ASM2847186v1,na,na,na,haploid,archaea,2078475,2078475,51.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/31/23,2351,2282,53,na,60,91.77,0.06964,0.0831,0.03836,0.01295,0.0584,0.08835,0.10466,0.07431,0.03206,0.04738,0.00533,0.01815,0.07583,0.01593,0.06858,0.02339,0.04333,0.04387,0.0503,0.04607,0,0,0,0,0,0,0
GCA_028471785.1,PRJNA928455,SAMN32933801,na,na,311400,311400,Thermococcus kodakarensis,strain=TS900,na,latest,Complete Genome,Major,Full,06/02/2023,ASM2847178v1,Colorado State University,GCF_028471785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/785/GCA_028471785.1_ASM2847178v1,na,na,na,haploid,archaea,2085702,2085702,51.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/31/23,2355,2286,53,na,60,91.9,0.06962,0.08302,0.03838,0.01297,0.05844,0.08845,0.10473,0.07421,0.03207,0.04738,0.00532,0.01815,0.0758,0.01593,0.06864,0.02336,0.04335,0.04383,0.05029,0.04605,0,0,0,0,0,0,0
GCA_000246985.3,PRJNA81925,SAMN02603679,na,representative genome,523849,2265,Thermococcus litoralis DSM 5473,strain=DSM 5473,na,latest,Complete Genome,Major,Full,13/08/2013,ASM24698v3,"New England Biolabs, Inc.",GCF_000246985.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/985/GCA_000246985.3_ASM24698v3,na,assembly from type material,na,haploid,archaea,2215172,2215172,43,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,08/09/2013,2575,2516,49,22493191,85,90.31,0.08108,0.07573,0.04,0.01182,0.0506,0.09046,0.10422,0.06907,0.03485,0.04399,0.00616,0.01902,0.07151,0.0159,0.08065,0.02317,0.04587,0.04148,0.05016,0.04424,0,0,0,0,3.00E-05,0,0
GCA_002214485.1,PRJNA274230,SAMN03324161,na,representative genome,71998,71998,Thermococcus pacificus,strain=P-4,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221448v1,Ecole Normale Superieure de Lyon,GCF_002214485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/485/GCA_002214485.1_ASM221448v1,na,assembly from type material,na,haploid,archaea,1785673,1785673,54,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,1965,1872,52,na,85,92.39,0.06959,0.0838,0.03779,0.01263,0.05979,0.08765,0.10487,0.07682,0.0303,0.0475,0.00542,0.01753,0.07805,0.01662,0.06567,0.0248,0.04345,0.04445,0.04784,0.04541,0,0,0,0,0,0,0
GCA_000517445.1,PRJNA230233,SAMN03081513,na,representative genome,582419,582419,Thermococcus paralvinellae,strain=ES1,na,latest,Complete Genome,Major,Full,10/01/2014,ASM51744v1,Kyung Hee University,GCF_000517445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/445/GCA_000517445.1_ASM51744v1,na,assembly from type material,na,haploid,archaea,1957742,1957742,40,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,09/19/17,2090,2016,50,25082851,80,89.66,0.0872,0.07544,0.04002,0.0119,0.04844,0.08698,0.10324,0.07025,0.03466,0.04521,0.00601,0.01976,0.06978,0.01619,0.08436,0.02344,0.04605,0.04073,0.04675,0.04361,0,0,0,0,0,0,0
GCA_001592435.1,PRJNA274230,SAMN03324162,na,representative genome,53952,53952,Thermococcus peptonophilus,strain=OG-1,na,latest,Complete Genome,Major,Full,15/03/2016,ASM159243v1,Ecole Normale Superieure de Lyon,GCF_001592435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/435/GCA_001592435.1_ASM159243v1,na,assembly from type material,na,haploid,archaea,1896106,1896106,51.5,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/11/2016,2067,1967,52,na,85,91.97,0.07145,0.08326,0.03809,0.01237,0.05779,0.08835,0.10437,0.07494,0.03148,0.04691,0.00535,0.01796,0.07606,0.01627,0.06995,0.02412,0.04276,0.04369,0.04881,0.04602,0,0,0,0,0,0,0
GCA_002214585.1,PRJNA274230,SAMN03324163,na,representative genome,49899,49899,Thermococcus profundus,strain=DT 5432,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221458v1,Ecole Normale Superieure de Lyon,GCF_002214585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/585/GCA_002214585.1_ASM221458v1,na,assembly from type material,na,haploid,archaea,2043143,2043143,53,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/24/16,2151,2076,52,na,80,88.04,0.06878,0.08318,0.03817,0.01269,0.0588,0.08601,0.10386,0.07375,0.03218,0.0479,0.00537,0.01756,0.07924,0.01628,0.06601,0.02392,0.04265,0.04425,0.05164,0.04776,0,0,0,0,0,0,0
GCA_002214565.1,PRJNA274230,SAMN03324164,na,representative genome,187880,187880,Thermococcus radiotolerans,strain=EJ2,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221456v1,Ecole Normale Superieure de Lyon,GCF_002214565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/565/GCA_002214565.1_ASM221456v1,na,assembly from type material,na,haploid,archaea,1868990,1868990,55.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2048,1986,52,na,88,93.66,0.06993,0.08394,0.03802,0.01298,0.06149,0.0866,0.10452,0.0776,0.03037,0.04729,0.00572,0.01689,0.07937,0.01682,0.06118,0.02506,0.04386,0.04446,0.04732,0.04657,0,0,0,0,0,0,0
GCA_000022545.1,PRJNA34531,SAMN02603090,na,representative genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,na,latest,Complete Genome,Major,Full,29/06/2009,ASM2254v1,Centre,GCF_000022545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1,na,assembly from type material,na,haploid,archaea,1845800,1845800,40,1,1,1,Centre,Annotation submitted by Centre,01/30/14,2108,2036,50,19447963,81,86.78,0.08504,0.07474,0.03917,0.01172,0.04866,0.08891,0.10189,0.06681,0.03652,0.04533,0.00589,0.01982,0.07173,0.01651,0.08261,0.0244,0.04516,0.04086,0.04924,0.04499,0,0,0,0,0,0,0
GCA_002214505.1,PRJNA274230,SAMN03324165,na,representative genome,72803,72803,Thermococcus siculi,strain=RG-20,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221450v1,Ecole Normale Superieure de Lyon,GCF_002214505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/505/GCA_002214505.1_ASM221450v1,na,assembly from type material,na,haploid,archaea,2029167,2029167,54.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2167,2097,51,na,83,92.52,0.06851,0.08319,0.03922,0.0133,0.06194,0.08654,0.10358,0.07496,0.03155,0.04847,0.00539,0.01722,0.07913,0.01678,0.06192,0.02437,0.04348,0.04463,0.04889,0.04694,0,0,0,0,0,0,0
GCA_002214545.1,PRJNA274230,SAMN03324168,na,na,277988,277988,Thermococcus thioreducens,strain=OGL-20P,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221454v1,Ecole Normale Superieure de Lyon,GCF_002214545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/545/GCA_002214545.1_ASM221454v1,na,assembly from type material,na,haploid,archaea,2065932,2065932,53,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2311,2222,52,na,85,93.59,0.07071,0.08276,0.03872,0.01293,0.06215,0.08579,0.10436,0.07535,0.03101,0.04673,0.00535,0.01757,0.07922,0.0163,0.06363,0.0246,0.04378,0.04358,0.04897,0.04652,0,0,0,0,0,0,0
GCA_000015225.1,PRJNA16331,SAMN02598366,na,representative genome,368408,2269,Thermofilum pendens Hrk 5,strain=Hrk 5,na,latest,Complete Genome,Major,Full,18/12/2006,ASM1522v1,DOE Joint Genome Institute,GCF_000015225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/225/GCA_000015225.1_ASM1522v1,na,assembly from type material,na,haploid,archaea,1813393,1813393,57.5,2,2,2,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,1931,1876,32,na,88,101.66,0.04545,0.1025,0.03856,0.01242,0.07241,0.07851,0.11618,0.09293,0.02252,0.04118,0.00759,0.01821,0.07958,0.01426,0.05031,0.01805,0.03737,0.0475,0.0633,0.04118,0,0,0,0,0,0,0
GCA_000195915.1,PRJNA110,SAMEA3138325,na,representative genome,273075,2303,Thermoplasma acidophilum DSM 1728,strain=DSM1728,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19591v1,Max-Plank-Institute,GCF_000195915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/915/GCA_000195915.1_ASM19591v1,na,assembly from type material,na,haploid,archaea,1564906,1564906,45.5,1,1,5,Max-Plank-Institute,Annotation submitted by Max-Plank-Institute,03/04/2015,1478,1478,0,11029001,57,54.02,0.09018,0.07154,0.04639,0.00855,0.05494,0.05976,0.08382,0.06959,0.04255,0.05748,0.00604,0.02158,0.07252,0.01647,0.05639,0.03202,0.04702,0.03964,0.07573,0.0478,0,0,0,0,0,0,0
GCA_000011185.1,PRJNA206,SAMD00061089,na,representative genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCF_000011185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/185/GCA_000011185.1_ASM1118v1,na,assembly from type material,na,haploid,archaea,1584804,1584804,39.5,1,1,1,"National Institute of Advanced Industrial Science and Technology, Japan","Annotation submitted by National Institute of Advanced Industrial Science and Technology, Japan",10/08/2016,1526,1526,0,11121031,60,55.36,0.09227,0.07108,0.04753,0.00835,0.04673,0.06351,0.08714,0.06359,0.04759,0.05482,0.00626,0.02092,0.06958,0.01527,0.06898,0.02807,0.04739,0.03764,0.07527,0.04802,0,0,0,0,0,0,0
GCA_000253055.1,PRJEA49419,SAMEA2272453,na,representative genome,768679,2271,Thermoproteus tenax Kra 1,strain=Kra 1,na,latest,Complete Genome,Major,Full,06/10/2011,ASM25305v1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",GCF_000253055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/055/GCA_000253055.1_ASM25305v1,na,assembly from type material,na,haploid,archaea,1841542,1841542,55,1,1,1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry","Annotation submitted by University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",03/01/2015,2101,2049,49,22003381,87,89.33,0.06234,0.08891,0.04169,0.01325,0.07092,0.06696,0.10879,0.10071,0.02579,0.04537,0.00814,0.02115,0.0789,0.01434,0.04728,0.02115,0.03432,0.05083,0.05663,0.04253,0,0,0,0,0,0,0
GCA_000193375.1,PRJNA64455,SAMN02603093,na,representative genome,999630,184117,Thermoproteus uzoniensis 768-20,strain=768-20,na,latest,Complete Genome,Major,Full,28/03/2011,ASM19337v1,Centre Bioengineering RAS,GCF_000193375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1,na,na,na,haploid,archaea,1936063,1936063,59.5,1,1,1,Centre Bioengineering RAS,Annotation submitted by Centre Bioengineering RAS,01/30/14,2229,2186,38,21478349,85,87.73,0.0551,0.094,0.04281,0.01379,0.07102,0.06586,0.10857,0.10971,0.0241,0.04706,0.00759,0.01966,0.08089,0.01351,0.04542,0.02059,0.0344,0.05139,0.05435,0.04018,0,0,0,0,0,0,0
GCA_014962245.1,PRJNA668939,SAMN16428067,na,na,54254,54254,Thermosphaera aggregans,strain=3507,na,latest,Complete Genome,Major,Full,27/10/2020,ASM1496224v1,"National Research Center ""Kurchatov Institute""",GCF_014962245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/962/245/GCA_014962245.1_ASM1496224v1,na,na,na,haploid,archaea,1305106,1305106,47.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/21/20,1458,1399,50,na,85,92.4,0.07296,0.09014,0.04199,0.01131,0.05607,0.07361,0.11006,0.06955,0.03315,0.04301,0.0075,0.019,0.0731,0.01658,0.06238,0.02213,0.03862,0.04623,0.06406,0.04855,0,0,0,0,0,0,0
GCA_000092185.1,PRJNA36571,SAMN02598509,na,representative genome,633148,54254,Thermosphaera aggregans DSM 11486,strain=DSM 11486,na,latest,Complete Genome,Major,Full,17/05/2010,ASM9218v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/185/GCA_000092185.1_ASM9218v1,na,assembly from type material,na,haploid,archaea,1316595,1316595,46.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/28/14,1457,1387,47,21304709,85,94,0.07506,0.08896,0.04209,0.0112,0.05672,0.0737,0.11012,0.06797,0.03356,0.04305,0.00751,0.01875,0.07246,0.01637,0.06312,0.02175,0.03898,0.04574,0.06377,0.04912,0,0,0,0,0,0,0
GCA_000148385.1,PRJNA32589,SAMN00017002,na,representative genome,572478,164451,Vulcanisaeta distributa DSM 14429,strain=DSM 14429,na,latest,Complete Genome,Major,Full,22/09/2010,ASM14838v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000148385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/385/GCA_000148385.1_ASM14838v1,na,assembly from type material,na,haploid,archaea,2374137,2374137,45,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/02/2014,2593,2493,49,21304741,90,96.22,0.08475,0.08968,0.0444,0.01286,0.06369,0.05997,0.10486,0.07061,0.04379,0.04846,0.00738,0.01896,0.07477,0.01448,0.04636,0.027,0.03447,0.04492,0.06022,0.04837,0,0,0,0,0,0,0
GCA_026000775.1,PRJDB14343,SAMD00535535,na,representative genome,1293586,164452,Vulcanisaeta souniana JCM 11219,strain=JCM 11219,na,latest,Complete Genome,Major,Full,08/10/2022,ASM2600077v1,"RIKEN-BRC, JCM",GCF_026000775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/000/775/GCA_026000775.1_ASM2600077v1,na,assembly from type material,na,haploid,archaea,2432148,2432148,45,1,1,1,"RIKEN-BRC, JCM","Annotation submitted by RIKEN-BRC, JCM",10/08/2022,2712,2664,48,36598242,85,91.06,0.0842,0.08667,0.04358,0.01278,0.06329,0.05967,0.10452,0.07041,0.04403,0.04831,0.00724,0.01937,0.07535,0.01511,0.04682,0.02778,0.03456,0.04459,0.06067,0.05104,0,0,0,0,0,0,0
