assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_900635105.1,PRJEB6403,SAMEA3251432,,na,571,571,Klebsiella oxytoca,strain=NCTC11356,,latest,Complete Genome,Major,Full,19/12/2018,36109_D01,SC,GCF_900635105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/105/GCA_900635105.1_36109_D01,,,na,34,34.18,0.0583,0.07005,0.02794,0.01563,0.05785,0.0551,0.10914,0.10133,0.03643,0.051,0.01113,0.04436,0.07627,0.0223,0.03993,0.0274,0.03885,0.04481,0.06012,0.05206,0,0,0,0,0,0,0
GCA_905329555.2,PRJEB42440,SAMEA8065822,,na,571,571,Klebsiella oxytoca,,2,latest,Complete Genome,Major,Full,24/05/2022,AI2744v1_cpp,CNAG-CRG,GCF_905329555.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/329/555/GCA_905329555.2_AI2744v1_cpp,,,na,34,33.87,0.05827,0.07013,0.02802,0.01557,0.0579,0.05569,0.1081,0.10091,0.03692,0.05096,0.0111,0.04411,0.0758,0.02212,0.04093,0.02725,0.03884,0.04459,0.06038,0.05242,0,0,0,0,0,0,0
GCA_001456055.3,PRJNA298912,SAMN04168649,,na,573,573,Klebsiella pneumoniae,strain=KpN01,,latest,Complete Genome,Major,Full,15/04/2016,ASM145605v3,Calgary Laboratory Services,GCF_001456055.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/055/GCA_001456055.3_ASM145605v3,,,na,34,35.28,0.05608,0.07036,0.02744,0.0159,0.06022,0.05487,0.1103,0.10419,0.03431,0.0511,0.01086,0.04518,0.07541,0.02272,0.03923,0.02726,0.03851,0.04617,0.05789,0.05201,0,0,0,0,0,0,0
GCA_002009075.1,PRJNA311034,SAMN04457965,,na,573,573,Klebsiella pneumoniae,strain=KP38731,,latest,Complete Genome,Major,Full,02/03/2017,ASM200907v1,USAMRIID,GCF_002009075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/075/GCA_002009075.1_ASM200907v1,many frameshifted proteins,,na,34,35.26,0.05572,0.07063,0.0274,0.01592,0.06033,0.05496,0.11019,0.10434,0.0342,0.05112,0.01092,0.04536,0.07538,0.02263,0.03948,0.02746,0.03813,0.04615,0.05764,0.05203,0,0,0,0,0,0,0
GCA_002192375.1,PRJNA292902,SAMN04014979,,na,573,573,Klebsiella pneumoniae,strain=AR_0138,,latest,Complete Genome,Major,Full,13/06/2017,ASM219237v1,Centers for Disease Control and Prevention,GCF_002192375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/375/GCA_002192375.1_ASM219237v1,,,na,34,35.35,0.05623,0.07027,0.02756,0.01589,0.05996,0.05468,0.11066,0.10412,0.03423,0.05105,0.01098,0.04518,0.07536,0.02279,0.03917,0.02705,0.03851,0.04639,0.05782,0.05208,0,0,0,0,0,0,0
GCA_002257935.4,PRJNA353728,SAMN06671956,,na,573,573,Klebsiella pneumoniae,strain=WCHKP13F2,,latest,Complete Genome,Major,Full,11/09/2019,ASM225793v4,"West China Hospital, Sichuan University",GCF_002257935.4,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/257/935/GCA_002257935.4_ASM225793v4,,,na,34,35.28,0.05618,0.07056,0.02735,0.01589,0.05981,0.0545,0.11088,0.10412,0.03412,0.05102,0.01098,0.04538,0.07528,0.02302,0.03869,0.02714,0.03842,0.0464,0.05812,0.05214,0,0,0,0,0,0,0
GCA_002752995.1,PRJNA351909,SAMEA3357010,,na,573,573,Klebsiella pneumoniae,strain=INF042,,latest,Complete Genome,Major,Full,06/11/2017,ASM275299v1,"Microbiological Diagnostic Unit Public Health Laboratory, Melbourne",GCF_002752995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1,,,na,34,34.8,0.05603,0.07059,0.02742,0.01595,0.05969,0.05442,0.11056,0.10435,0.03424,0.05081,0.01101,0.04542,0.07568,0.02279,0.03873,0.02732,0.03853,0.04642,0.05796,0.05207,0,0,0,0,0,0,0
GCA_002753165.1,PRJNA351909,SAMN07211282,,na,573,573,Klebsiella pneumoniae,strain=KSB1_9D,,latest,Complete Genome,Major,Full,06/11/2017,ASM275316v1,"Microbiological Diagnostic Unit Public Health Laboratory, Melbourne",GCF_002753165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/165/GCA_002753165.1_ASM275316v1,,,na,34,35.49,0.05599,0.0705,0.02738,0.01591,0.06037,0.05481,0.11044,0.1042,0.03419,0.05073,0.01109,0.04501,0.07553,0.02284,0.03931,0.02735,0.03846,0.0463,0.05767,0.05191,0,0,0,0,0,0,0
GCA_002753355.1,PRJNA351909,SAMEA3357043,,na,573,573,Klebsiella pneumoniae,strain=INF059,,latest,Complete Genome,Major,Full,06/11/2017,ASM275335v1,"Microbiological Diagnostic Unit Public Health Laboratory, Melbourne",GCF_002753355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1,,,na,34,34.8,0.05603,0.07059,0.02742,0.01595,0.05969,0.05442,0.11056,0.10435,0.03424,0.05081,0.01101,0.04542,0.07568,0.02279,0.03873,0.02732,0.03852,0.04642,0.05796,0.05207,0,0,0,0,0,0,0
GCA_002754835.1,PRJNA351909,SAMEA3357325,,na,573,573,Klebsiella pneumoniae,strain=KSB1_4E,,latest,Complete Genome,Major,Full,06/11/2017,ASM275483v1,"Microbiological Diagnostic Unit Public Health Laboratory, Melbourne",GCF_002754835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/835/GCA_002754835.1_ASM275483v1,contaminated,,na,34,34.71,0.05639,0.07036,0.02741,0.01594,0.05954,0.05451,0.11042,0.10354,0.03465,0.05103,0.0109,0.04528,0.07555,0.02276,0.03916,0.02711,0.03855,0.04632,0.05834,0.05225,0,0,0,0,0,0,0
GCA_003037005.2,PRJNA353728,SAMN08624622,,na,573,573,Klebsiella pneumoniae,strain=WCHKP020098,,latest,Complete Genome,Major,Full,28/02/2019,ASM303700v2,"West China Hospital, Sichuan University",GCF_003037005.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/037/005/GCA_003037005.2_ASM303700v2,,,na,34,35.2,0.05595,0.07021,0.02745,0.01602,0.06063,0.05481,0.11001,0.10411,0.03437,0.05082,0.01099,0.04512,0.07537,0.02282,0.03922,0.02734,0.03832,0.04639,0.05786,0.05218,0,0,0,0,0,0,0
GCA_003073335.1,PRJNA292904,SAMN04014920,,na,573,573,Klebsiella pneumoniae,strain=AR_0079,,latest,Complete Genome,Major,Full,28/04/2018,ASM307333v1,Centers for Disease Control and Prevention,GCF_003073335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/335/GCA_003073335.1_ASM307333v1,,,na,34,33.96,0.05596,0.07021,0.02757,0.01582,0.06007,0.05557,0.10856,0.10316,0.03482,0.05161,0.011,0.0449,0.07505,0.02237,0.04067,0.02736,0.03825,0.04598,0.05858,0.05246,0,0,0,0,0,0,0
GCA_003571545.1,PRJNA292902,SAMN04014976,,na,573,573,Klebsiella pneumoniae,strain=AR_0135,,latest,Complete Genome,Major,Full,16/09/2018,ASM357154v1,Centers for Disease Control and Prevention,GCF_003571545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/545/GCA_003571545.1_ASM357154v1,,,na,34,35.3,0.05598,0.07042,0.02743,0.01597,0.06026,0.0546,0.11055,0.10453,0.03424,0.05092,0.01095,0.04523,0.07561,0.02288,0.03868,0.0271,0.03841,0.04646,0.05777,0.052,0,0,0,0,0,0,0
GCA_003571585.1,PRJNA292902,SAMN04015001,,na,573,573,Klebsiella pneumoniae,strain=AR_0160,,latest,Complete Genome,Major,Full,16/09/2018,ASM357158v1,Centers for Disease Control and Prevention,GCF_003571585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/585/GCA_003571585.1_ASM357158v1,,,na,34,35.43,0.05614,0.0705,0.0273,0.0159,0.05978,0.05441,0.11131,0.10417,0.03415,0.05099,0.01095,0.04529,0.07547,0.02298,0.03849,0.02708,0.0385,0.04653,0.05824,0.05184,0,0,0,0,0,0,0
GCA_004006035.1,PRJNA512142,SAMN10662038,,na,573,573,Klebsiella pneumoniae,strain=NB5306,,latest,Complete Genome,Major,Full,09/01/2019,ASM400603v1,Ningbo First Hospital,GCF_004006035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/035/GCA_004006035.1_ASM400603v1,,,na,34,35.54,0.05598,0.07064,0.02732,0.01599,0.06014,0.05449,0.11089,0.10491,0.0341,0.05071,0.01092,0.04524,0.07597,0.02294,0.03856,0.02726,0.03834,0.04644,0.05735,0.0518,0,0,0,0,0,0,0
GCA_004010995.1,PRJNA427077,SAMN08222595,,na,573,573,Klebsiella pneumoniae,strain=08EU827,,latest,Complete Genome,Major,Full,10/01/2019,ASM401099v1,Uppsala University,GCF_004010995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/995/GCA_004010995.1_ASM401099v1,,,na,34,35.34,0.05602,0.07042,0.02738,0.01598,0.0601,0.05434,0.11099,0.10427,0.03416,0.05075,0.01091,0.04524,0.07558,0.02291,0.03858,0.02715,0.03859,0.04653,0.05802,0.05207,0,0,0,0,0,0,0
GCA_007833555.1,PRJNA473315,SAMN02768808,,na,573,573,Klebsiella pneumoniae,strain=IA565,,latest,Complete Genome,Major,Full,05/08/2019,ASM783355v1,Uppsala University,GCF_007833555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/555/GCA_007833555.1_ASM783355v1,,,na,34,35.51,0.05634,0.0705,0.02731,0.01581,0.05984,0.05449,0.11114,0.10424,0.03427,0.05078,0.01092,0.04517,0.07539,0.02284,0.03885,0.02718,0.03869,0.04633,0.05792,0.05199,0,0,0,0,0,0,0
GCA_011742415.2,PRJNA613369,SAMN14402341,,na,573,573,Klebsiella pneumoniae,strain=BP3636,,latest,Complete Genome,Major,Full,09/07/2020,ASM1174241v2,Christian Medical College,GCF_011742415.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/742/415/GCA_011742415.2_ASM1174241v2,,,na,34,34.86,0.05626,0.07019,0.02755,0.01586,0.05958,0.05491,0.11037,0.10313,0.03461,0.05143,0.01094,0.04534,0.07505,0.02285,0.03952,0.02699,0.03861,0.04609,0.05866,0.05205,0,0,0,0,0,0,0
GCA_011764365.2,PRJDB6655,SAMD00141414,,na,573,573,Klebsiella pneumoniae,strain=MH15-269M,,latest,Complete Genome,Major,Full,29/07/2020,ASM1176436v2,National Institute of Infectious Diseases,GCF_011764365.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/365/GCA_011764365.2_ASM1176436v2,,,na,34,34.95,0.05649,0.0704,0.0277,0.01567,0.05948,0.05535,0.10973,0.10274,0.03486,0.0515,0.01101,0.0449,0.07495,0.02265,0.03999,0.02728,0.03853,0.04611,0.05858,0.05209,0,0,0,0,0,0,0
GCA_012168575.2,PRJNA616107,SAMN14482422,,na,573,573,Klebsiella pneumoniae,strain=SCH6109,,latest,Complete Genome,Major,Full,09/04/2020,ASM1216857v2,"Renji Hospital, School of Medicine, Shanghai Jiaotong University",GCF_012168575.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/168/575/GCA_012168575.2_ASM1216857v2,,,na,34,34.99,0.0565,0.07047,0.02755,0.01575,0.05947,0.05454,0.1106,0.10395,0.03429,0.05096,0.01106,0.04497,0.07552,0.02292,0.03899,0.02739,0.03872,0.04612,0.0582,0.05205,0,0,0,0,0,0,0
GCA_012964135.1,PRJNA625837,SAMN14609935,,na,573,573,Klebsiella pneumoniae,strain=E16KP0241,,latest,Complete Genome,Major,Full,04/05/2020,ASM1296413v1,Yonsei University College of medicine,GCF_012964135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/964/135/GCA_012964135.1_ASM1296413v1,from large multi-isolate project,,na,34,35.71,0.05634,0.07052,0.02738,0.01597,0.0598,0.05447,0.11116,0.10438,0.03415,0.05073,0.01088,0.04528,0.07566,0.02292,0.03866,0.02733,0.03864,0.04633,0.05757,0.05184,0,0,0,0,0,0,0
GCA_012964925.1,PRJNA625837,SAMN14609921,,na,573,573,Klebsiella pneumoniae,strain=E16KP0035,,latest,Complete Genome,Major,Full,04/05/2020,ASM1296492v1,Yonsei University College of medicine,GCF_012964925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/964/925/GCA_012964925.1_ASM1296492v1,from large multi-isolate project,,na,34,34.83,0.05613,0.07039,0.02733,0.01594,0.05958,0.05436,0.11096,0.10419,0.03427,0.05137,0.01084,0.04524,0.07548,0.02287,0.0385,0.02715,0.0385,0.04627,0.05854,0.05208,0,0,0,0,0,0,0
GCA_012966645.1,PRJNA625837,SAMN14609880,,na,573,573,Klebsiella pneumoniae,strain=C16KP0024,,latest,Complete Genome,Major,Full,04/05/2020,ASM1296664v1,Yonsei University College of medicine,GCF_012966645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/966/645/GCA_012966645.1_ASM1296664v1,from large multi-isolate project,,na,34,35.17,0.05643,0.07034,0.0276,0.01592,0.05952,0.05465,0.11061,0.10304,0.03454,0.05152,0.0109,0.04488,0.07522,0.02288,0.03927,0.02717,0.03869,0.04613,0.05872,0.05198,0,0,0,0,0,0,0
GCA_012966865.1,PRJNA625837,SAMN14609922,,na,573,573,Klebsiella pneumoniae,strain=E16KP0093,,latest,Complete Genome,Major,Full,04/05/2020,ASM1296686v1,Yonsei University College of medicine,GCF_012966865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/966/865/GCA_012966865.1_ASM1296686v1,from large multi-isolate project,,na,34,35.33,0.05623,0.07018,0.02752,0.0159,0.05962,0.05447,0.11129,0.10399,0.03437,0.05086,0.01098,0.0455,0.07529,0.02312,0.03862,0.02716,0.03858,0.04631,0.05787,0.05212,0,0,0,0,0,0,0
GCA_012967385.1,PRJNA625837,SAMN14609902,,na,573,573,Klebsiella pneumoniae,strain=C17KP0040,,latest,Complete Genome,Major,Full,04/05/2020,ASM1296738v1,Yonsei University College of medicine,GCF_012967385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/967/385/GCA_012967385.1_ASM1296738v1,from large multi-isolate project,,na,34,35.06,0.05616,0.0703,0.02739,0.01591,0.05958,0.0547,0.11091,0.10414,0.03444,0.051,0.0109,0.04548,0.0755,0.02299,0.03883,0.02712,0.03844,0.04612,0.0579,0.0522,0,0,0,0,0,0,0
GCA_012970305.1,PRJNA625837,SAMN14609881,,na,573,573,Klebsiella pneumoniae,strain=C16KP0036,,latest,Complete Genome,Major,Full,04/05/2020,ASM1297030v1,Yonsei University College of medicine,GCF_012970305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/970/305/GCA_012970305.1_ASM1297030v1,from large multi-isolate project,,na,34,36.25,0.05638,0.07068,0.02742,0.01595,0.05963,0.05438,0.11177,0.10442,0.03395,0.05066,0.01084,0.04529,0.07579,0.02306,0.03832,0.02732,0.03872,0.04639,0.0574,0.05164,0,0,0,0,0,0,0
GCA_012970505.1,PRJNA625837,SAMN14609870,,na,573,573,Klebsiella pneumoniae,strain=B16KP0157,,latest,Complete Genome,Major,Full,04/05/2020,ASM1297050v1,Yonsei University College of medicine,GCF_012970505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/970/505/GCA_012970505.1_ASM1297050v1,contaminated; from large multi-isolate project,,na,34,35.3,0.05625,0.07036,0.02755,0.01593,0.05994,0.05458,0.11059,0.10381,0.03432,0.05083,0.01108,0.04522,0.07526,0.02297,0.03913,0.02734,0.0386,0.04629,0.05803,0.05192,0,0,0,0,0,0,0
GCA_012970585.1,PRJNA625837,SAMN14609864,,na,573,573,Klebsiella pneumoniae,strain=A17KP0038,,latest,Complete Genome,Major,Full,04/05/2020,ASM1297058v1,Yonsei University College of medicine,GCF_012970585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/970/585/GCA_012970585.1_ASM1297058v1,from large multi-isolate project,,na,34,34.92,0.05606,0.07059,0.02745,0.01583,0.05974,0.05498,0.11015,0.10431,0.0342,0.05108,0.01087,0.04518,0.07555,0.0227,0.03943,0.02738,0.03851,0.04615,0.05788,0.05196,0,0,0,0,0,0,0
GCA_012970605.1,PRJNA625837,SAMN14609863,,na,573,573,Klebsiella pneumoniae,strain=A17KP0008,,latest,Complete Genome,Major,Full,04/05/2020,ASM1297060v1,Yonsei University College of medicine,GCF_012970605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/970/605/GCA_012970605.1_ASM1297060v1,from large multi-isolate project,,na,34,35.55,0.05653,0.07044,0.02763,0.01595,0.05957,0.05459,0.11076,0.10329,0.03461,0.05103,0.01091,0.04499,0.07533,0.0229,0.03923,0.02719,0.03875,0.04614,0.05821,0.05195,0,0,0,0,0,0,0
GCA_012971625.1,PRJNA625837,SAMN14609937,,na,573,573,Klebsiella pneumoniae,strain=E16KP0268,,latest,Complete Genome,Major,Full,04/05/2020,ASM1297162v1,Yonsei University College of medicine,GCF_012971625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/971/625/GCA_012971625.1_ASM1297162v1,from large multi-isolate project,,na,34,35.67,0.05654,0.07046,0.02764,0.01593,0.05958,0.05469,0.11076,0.10326,0.03455,0.05099,0.01094,0.04505,0.07528,0.02292,0.03926,0.02722,0.03872,0.04615,0.05815,0.05194,0,0,0,0,0,0,0
GCA_013376555.1,PRJNA622869,SAMN14548317,,na,573,573,Klebsiella pneumoniae,strain=KP20191015,,latest,Complete Genome,Major,Full,29/06/2020,ASM1337655v1,Sun-yat Sen University,GCF_013376555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/555/GCA_013376555.1_ASM1337655v1,,,na,34,35.3,0.05628,0.07053,0.0275,0.01601,0.05967,0.05444,0.11077,0.10455,0.03435,0.05083,0.01095,0.04525,0.07575,0.02285,0.03878,0.02739,0.03854,0.04628,0.05751,0.05178,0,0,0,0,0,0,0
GCA_014041845.2,PRJNA648810,SAMN15649146,,na,573,573,Klebsiella pneumoniae,strain=WCHKP090329,,latest,Complete Genome,Major,Full,07/01/2021,ASM1404184v2,"West China Hospital, Sichuan University",GCF_014041845.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/041/845/GCA_014041845.2_ASM1404184v2,,,na,34,34.93,0.05591,0.0702,0.02745,0.01599,0.06032,0.0549,0.11003,0.10431,0.03446,0.05096,0.01088,0.04526,0.07545,0.02271,0.03923,0.02737,0.03821,0.04614,0.05788,0.05233,0,0,0,0,0,0,0
GCA_014854815.1,PRJNA488147,SAMN09925542,,na,573,573,Klebsiella pneumoniae,strain=GZ-1,,latest,Complete Genome,Major,Full,06/10/2020,ASM1485481v1,Zhejiang University,GCF_014854815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/854/815/GCA_014854815.1_ASM1485481v1,,,na,34,35.09,0.05622,0.07014,0.02737,0.01597,0.06034,0.05476,0.11016,0.10389,0.03435,0.051,0.0111,0.04508,0.07521,0.0229,0.03922,0.02727,0.03831,0.04642,0.05806,0.05222,0,0,0,0,0,0,0
GCA_016903795.1,PRJNA231221,SAMN16357450,,na,573,573,Klebsiella pneumoniae,strain=FDAARGOS_1308,,latest,Complete Genome,Major,Full,17/02/2021,ASM1690379v1,US Food and Drug Administration,GCF_016903795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/795/GCA_016903795.1_ASM1690379v1,,,na,34,34.85,0.056,0.07067,0.02723,0.01598,0.05948,0.05428,0.11108,0.1044,0.03419,0.05141,0.01072,0.0454,0.07563,0.02273,0.03841,0.02721,0.03842,0.04628,0.05843,0.05206,0,0,0,0,0,0,0
GCA_016925275.1,PRJNA701806,SAMN17911903,,na,573,573,Klebsiella pneumoniae,strain=B3824,,latest,Complete Genome,Major,Full,24/02/2021,ASM1692527v1,Christian Medical College,GCF_016925275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/925/275/GCA_016925275.1_ASM1692527v1,,,na,34,35.61,0.05614,0.07057,0.02756,0.01602,0.05976,0.0544,0.11108,0.10415,0.03424,0.05088,0.01086,0.04524,0.07572,0.02292,0.03855,0.02713,0.03845,0.04636,0.05794,0.05203,0,0,0,0,0,0,0
GCA_017086485.1,PRJNA703416,SAMN18017667,,na,573,573,Klebsiella pneumoniae,strain=JS706,,latest,Complete Genome,Major,Full,01/03/2021,ASM1708648v1,Shanghai Pulmonary Hospital,GCF_017086485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/086/485/GCA_017086485.1_ASM1708648v1,,,na,34,35.26,0.05591,0.07058,0.02738,0.01595,0.05992,0.05472,0.1107,0.10466,0.03408,0.05095,0.0109,0.04517,0.07575,0.02275,0.03897,0.02734,0.03841,0.04627,0.0576,0.05199,0,0,0,0,0,0,0
GCA_017310425.1,PRJNA648010,SAMN15676882,,na,573,573,Klebsiella pneumoniae,strain=IR5086,,latest,Complete Genome,Major,Full,09/03/2021,ASM1731042v1,Chinese PLA General Hospital,GCF_017310425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/310/425/GCA_017310425.1_ASM1731042v1,,,na,34,35.6,0.0564,0.07045,0.02769,0.01591,0.05967,0.05467,0.11073,0.10351,0.03451,0.05099,0.01092,0.0452,0.07528,0.02281,0.03931,0.02716,0.03864,0.0462,0.05794,0.052,0,0,0,0,0,0,0
GCA_017742955.1,PRJNA717133,SAMN18478480,,na,573,573,Klebsiella pneumoniae,strain=B13243,,latest,Complete Genome,Major,Full,04/04/2021,ASM1774295v1,Christian Medical College,GCF_017742955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/742/955/GCA_017742955.1_ASM1774295v1,,,na,34,35.61,0.05614,0.07057,0.02756,0.01602,0.05976,0.0544,0.11108,0.10415,0.03424,0.05088,0.01086,0.04524,0.07572,0.02292,0.03855,0.02713,0.03845,0.04636,0.05794,0.05203,0,0,0,0,0,0,0
GCA_018069685.1,PRJNA720753,SAMN18678957,,na,573,573,Klebsiella pneumoniae,strain=KP2723,,latest,Complete Genome,Major,Full,18/04/2021,ASM1806968v1,Wenzhou Medical University,GCF_018069685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/069/685/GCA_018069685.1_ASM1806968v1,contaminated,,na,34,35.06,0.05654,0.07025,0.02763,0.01587,0.05957,0.05503,0.11005,0.10295,0.03484,0.05137,0.01095,0.04473,0.07489,0.02296,0.03968,0.02699,0.03855,0.04608,0.05875,0.05231,0,0,0,0,0,0,0
GCA_018128445.1,PRJNA698767,SAMN17736023,,na,573,573,Klebsiella pneumoniae,strain=3347684I,,latest,Complete Genome,Major,Full,22/04/2021,ASM1812844v1,University of Bern,GCF_018128445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/445/GCA_018128445.1_ASM1812844v1,,,na,34,34.8,0.0562,0.07055,0.02729,0.01586,0.0595,0.0548,0.11046,0.10401,0.03432,0.05141,0.01084,0.04525,0.07534,0.02272,0.039,0.02727,0.03837,0.04599,0.05865,0.05216,0,0,0,0,0,0,0
GCA_018140715.1,PRJNA353728,SAMN18793521,,na,573,573,Klebsiella pneumoniae,strain=135077,,latest,Complete Genome,Major,Full,26/04/2021,ASM1814071v1,"West China Hospital, Sichuan University",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/140/715/GCA_018140715.1_ASM1814071v1,from large multi-isolate project,,na,34,35.08,0.0559,0.07015,0.02747,0.01607,0.06043,0.05489,0.11006,0.10414,0.03449,0.05099,0.01086,0.04539,0.07546,0.02274,0.03911,0.02739,0.03831,0.04619,0.05779,0.05217,0,0,0,0,0,0,0
GCA_019703005.1,PRJDB11646,SAMD00323031,,na,573,573,Klebsiella pneumoniae,strain=TUM12128,,latest,Complete Genome,Major,Full,02/07/2021,ASM1970300v1,Toho University,GCF_019703005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/703/005/GCA_019703005.1_ASM1970300v1,,,na,34,35.4,0.05596,0.07052,0.0275,0.01595,0.06012,0.05477,0.11049,0.10476,0.03426,0.05108,0.01068,0.04532,0.07606,0.02281,0.03877,0.02725,0.03822,0.04626,0.05727,0.05197,0,0,0,0,0,0,0
GCA_019798185.1,PRJNA723772,SAMEA8602826,,na,573,573,Klebsiella pneumoniae,,KP_NORM_BLD_2010_71621,latest,Complete Genome,Major,Full,30/08/2021,ASM1979818v1,Stavanger University Hospital,GCF_019798185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/798/185/GCA_019798185.1_ASM1979818v1,,,na,34,35.25,0.0561,0.07062,0.0274,0.0159,0.05977,0.05455,0.11082,0.10468,0.03427,0.05087,0.01081,0.04527,0.07591,0.02282,0.03879,0.02741,0.03833,0.04625,0.05759,0.05188,0,0,0,0,0,0,0
GCA_019915345.1,PRJNA754843,SAMN20982459,,na,573,573,Klebsiella pneumoniae,strain=SCAID TST1-2021 (15/226),,latest,Complete Genome,Major,Full,09/09/2021,ASM1991534v1,Scientific Center for Anti-infectious Drugs (SCAID),GCF_019915345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/345/GCA_019915345.1_ASM1991534v1,,,na,34,35.55,0.05614,0.07061,0.02734,0.01605,0.06003,0.05453,0.11078,0.10399,0.03419,0.0514,0.01089,0.04512,0.07553,0.02296,0.03868,0.02714,0.03837,0.04611,0.05806,0.0521,0,0,0,0,0,0,0
GCA_020526005.1,PRJNA768294,SAMN22024794,,na,573,573,Klebsiella pneumoniae,strain=SB2390,,latest,Complete Genome,Major,Full,19/10/2021,ASM2052600v1,Monash University,GCF_020526005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/526/005/GCA_020526005.1_ASM2052600v1,,,na,34,34.69,0.05596,0.07054,0.02719,0.01593,0.05963,0.0549,0.11041,0.10425,0.03433,0.05175,0.01075,0.04534,0.0753,0.02268,0.03889,0.02719,0.03823,0.04602,0.05862,0.0521,0,0,0,0,0,0,0
